///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//  IDE: TMW-Maker - Ferramenta Editora de Banco de Dados de Monstros
//  MODIFICADO: 29/10/2011 11:54 PM
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//
//     ** ID,NomeSumonico,NomeTítulo,
//     ** LVL,HP,SP,EXP,JobEXP,
//     ** Alcance1,AtaqMin,AtaqMax,DEF,MagDEF,
//     ** Força,Agilidade,Vitalidade,Inteligência,Destresa,Sorte,
//     ** Alcance2,Alcance3,Escala,Raça,Elemento,Modo,Velocidade,IntervaloAtaque,
//     ** Amotion,Dmotion,
//     ** Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,
//     ** Item1,Item2,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,mutiation count,mutation strength
//
//		 * NomeSumonico: Sem espaço e nem caracteres especiais. Exemplo: "CapitaoDaGuarda"
//		 * NomeTítulo: Pode haver espaço e caracteres especiais no formato UTF-8. Exemplo: "Capitão da Guarda"
//		 * LVL: Qual o nível do monstros. Exemplo: É preferivel que Jogadores LVL30 enfrente Monstros LVL30.
//				  Monstros acima de nível maximo (LVL99) são BOSS.
//		 * HP: São os pontos de saúde do monstro.
//		 * SP: São os pontos de magia do monstro, que definem quantas vezes o monstro pode usar uma determinada magia.
//		 * EXP: Quanto de Experiencia o Monstro dará ao jogador quando for vencido.
//				  Se for 0 a experiencia oferecida é calculada automaticamente.
//		 * Escala: 0 se a sua pequena, 1 se a sua média, 2 se o seu grande
//		 * Raça:  0 = sem forma, 1 = mortos-vivos, 2 = animais, 3 = planta, 4 = inseto, 5 = peixe, 6 = demônio, 7 Demihuman = 8 = anjo, 9 = dragão.
//		 * Elemento: Esta é a parte complicada. O número de elementos tem 2 partes, vamos chamá-los:
//				 XY: X = nível do elemento, e Y = número do elemento
//				     X: 2 = LVL1, 4 = LVL2, 6 = LVL3, 8 = LVL4.
//					  Y: 0 = Neutro, 1 = Água, 2 = Terra, 3 = Fogo, 4 = Vento, 5 = Venenoso, 6 = Sagrado, 7 = Sombra, 8 = Fantasma, 9 = Imortal
//					  * E agora, para tornar o elemento, basta pegar o número do lvl que você quer ser, e
//						 o número do elemento que você quer que seja. Vamos dizer que queremos um Monstros de fogo lvl 3.
//						 Capturamos o 6 para o primeiro número e os 3 para o segundo, sendo 6=lvl3, e 3=fogo.
//						 Será algo como = 63
//		 * Modo: Define o comportamento do Monstro. Os números são estes:
//				1=SeMovimeta, 2=ColetaNoChão, 4=Agressivo, 8=AuxiliaEspecie, 16=MultiAdversario, 32=Boss, 64=Planta, 128=PodeRevidar, 256=Detector, 512=EscolheAlvo
//				Exemplos:
//					* 133(A Morte)=128(PodeRevidar)+4(Agressivo)+1(SeMovimeta).
//					* 135(LimoVermelho)=128(PodeRevidar)+4(Agressivo)+2(ColetaNoChão)+1(SeMovimeta)
//					* 137(FadaGuardia)=128(PodeRevidar)+8(AuxiliaEspecie)+1(SeMovimeta)
//		 * Velocidade: Velocidade de caminhada da mob. 1 é o mais rápido, 3000 é o menor. 1000 é o caminhar normal de velocidade.
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

1341,ramabatata,ramabatata,25,250,0,0,16,1,30,35,10,10,25,20,25,1,25,20,1,1,1,0,21,139,1200,1872,672,480,505,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,30
1342,tartarugaEspinhosa,tartarugaEspinhosa,30,500,0,0,30,1,15,25,50,5,20,10,50,1,30,25,1,1,1,3,22,129,1500,1872,672,480,3296,2000,3296,1000,3293,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,50
1343,tartarugaNegra,tartarugaNegra,40,600,0,0,30,1,30,40,55,5,30,10,50,1,40,20,1,1,1,3,22,129,1500,1872,672,480,3297,2000,3297,1000,3295,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,50
1344,tartarugaSangrenta,tartarugaSangrenta,50,700,0,0,30,1,45,55,60,5,40,10,50,1,50,15,1,1,1,3,22,129,1500,1872,672,480,3298,2000,3298,1000,3294,1000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,50
1345,olho,olho,110,12000,0,0,800,5,275,355,20,15,30,15,30,3,60,40,1,1,1,0,29,133,1000,1872,672,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,50
// monstros hlw
1346,trevasOcultas,trevasOcultas,50,100,0,0,110,12,60,75,1,5,30,12,30,20,50,50,2,2,1,3,22,132,800,800,672,480,3302,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,50
1347,espectroSombrio,espectroSombrio,180,5000,0,0,100,6,75,175,35,15,30,30,20,20,25,60,1,1,1,3,23,143,600,1600,672,480,631,1000,701,5000,3305,50,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,30
1348,morcegoNegro,morcegoNegro,40,400,0,0,2,1,20,35,10,10,20,20,20,1,20,25,1,1,1,3,24,137,800,1872,672,480,1281,150,3339,3000,3341,2000,3302,300,3347,1000,0,0,0,0,0,0,,,,,,,,,,,2,40
1349,aranhaMarrom,aranhaMarrom,80,1000,600,0,350,1,110,115,25,20,30,15,30,12,40,10,1,1,1,0,25,133,1000,1500,672,480,676,150,3146,5000,3303,200,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,40
1350,aranhaRainhaMarrom,aranhaRainhaMarrom,99,5000,3000,0,3000,2,100,250,40,40,40,20,40,15,50,10,1,1,1,0,45,949,400,1500,672,480,676,150,3146,5000,3304,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,20
1351,jackMaligno,jackMaligno,180,10000,0,0,5000,2,100,300,40,20,50,40,30,25,40,50,1,1,1,0,20,949,250,1500,672,480,3337,10000,3305,50,1991,3000,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,30
// Cópia temporária de monstros para o hlw
1352,zumbi2,zumbi2,110,12000,0,0,800,2,275,355,20,15,30,15,30,3,60,40,1,1,1,0,29,133,480,1872,672,900,631,1000,777,700,778,120,779,200,780,150,3305,50,784,100,0,0,,,,,,,,,,,2,30
1353,esqueletoGuerreiro2,esqueletoGuerreiro2,90,6800,0,0,90,1,51,284,12,10,35,18,3,8,71,65,1,1,1,0,29,175,340,1800,672,950,775,200,775,280,776,300,631,1000,3303,200,0,0,0,0,0,0,,,,,,,,,,,2,30
1354,ladyEsqueleto2,ladyEsqueleto2,90,5500,0,0,90,2,73,146,31,8,20,25,15,8,43,48,1,1,1,0,29,175,650,750,672,700,775,200,775,280,776,300,631,1000,3303,200,0,0,0,0,0,0,,,,,,,,,,,2,30
1355,guerreiroCaido2,guerreiroCaido2,120,10000,0,7812,1000,2,180,430,5,20,40,3,25,5,80,45,1,1,1,0,49,133,300,1200,672,300,775,210,775,210,776,300,631,1000,3336,3,3333,2,3335,35,3305,50,,,,,,,,,,,4,50
1356,esqueletoArqueiro2,esqueletoArqueiro2,130,900,0,0,100,6,80,125,4,6,20,30,10,10,35,45,1,1,1,0,20,133,800,1500,672,480,701,1000,529,5000,530,400,3304,100,0,0,0,0,0,0,0,0,,,,,,,,,,,1,30
1357,caveiraFogo2,caveiraFogo2,180,5000,0,0,100,2,75,175,35,15,30,30,20,20,25,60,1,1,1,3,23,143,600,1600,672,480,631,1000,701,5000,3305,50,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,30
1358,caveiraEnvenenada2,caveiraEnvenenada2,180,5000,0,0,100,2,75,175,35,15,30,30,20,20,25,60,1,1,1,3,25,143,600,1600,672,480,631,1000,3305,50,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4,20
1359,piron2,Piron2,50,700,0,0,800,3,50,75,30,0,20,15,40,1,15,10,1,1,1,3,21,141,800,1872,672,480,676,500,562,300,3042,4,3303,200,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0
// fim - cópia temporária
1360,lesmaCarnivora,lesmaCarnivora,45,550,0,0,2,1,30,45,6,5,30,20,30,9,25,10,1,1,1,3,21,129,800,1872,672,480,505,1000,3302,300,3349,500,3343,2500,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0
1361,florCarnivora,florCarnivora,100,500,0,0,110,2,70,75,5,5,30,12,25,20,20,20,2,2,1,3,22,148,800,800,672,480,3338,500,3303,200,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,50
